,Type,NATO designation,Pennant No.,Name (English),Name (Han 汉),Commissioned,Displacement[a],Fleet,Status,Displacement,Name (Han 中文),VLS Cells,Classification
665,Haijiu 101-class rescue and salvage ship,Haijiu (Hai Jiu) 101 class,Nan-Jiu 171,South Rescue 171,,?,,South Sea Fleet,Active,? t,南救 171,,
666,Haijiu 101-class rescue and salvage ship,Haijiu (Hai Jiu) 101 class,Nan-Jiu 195,South Rescue 195,,?,,South Sea Fleet,Active,? t,南救 195,,
667,Haijiu 101-class rescue and salvage ship,Haijiu (Hai Jiu) 101 class,Nan-Jiu 198,South Rescue 198,,?,,South Sea Fleet,Active,? t,南救 198,,
668,Haijiu 101-class rescue and salvage ship,Haijiu (Hai Jiu) 101 class,Various,Various,,?,,?,Under construction,? t,Various,,
669,Longma-class dive tender / rescue ship,Longma class,Bei-Jiu 141,North Rescue 141,,?,,North Sea Fleet,Active,? t,北救 141,,
670,Longma-class dive tender / rescue ship,Longma class,Bei-Jiu 142,North Rescue 142,,?,,North Sea Fleet,Active,? t,北救 142,,
671,Longma-class dive tender / rescue ship,Longma class,Nan-Jiu 507,South Rescue 507,,?,,South Sea Fleet,Active,? t,南救 507,,
672,Type 633 heavy-lift ship,?,Nan-Bo 46,South Barge 46,,?,,South Sea Fleet,Active,? t,南驳 46,,
673,Type 917 rescue ship,Dasan class,Bei-Jiu 143,North Rescue 143,,2012,,North Sea Fleet,Active,? t,北救 143,,
674,Type 917 rescue ship,Dasan class,Dong-Jiu 335,Dong-Jiu 335,,2012 onward,,East Sea Fleet,Active,? t,东救 335,,
675,Type 922IIIA rescue & salvage ship,Dalang III class,Bei-Jiu 138,North Rescue 138,,1987 onward,,North Sea Fleet,Active,? t,北救 138,,
676,Type 922IIIA rescue & salvage ship,Dalang III class,Dong-Jiu 332,East Rescue 332,,1987 onward,,East Sea Fleet,Active,? t,东救 332,,
677,Type 922IIIA rescue & salvage ship,Dalang III class,Nan-Jiu 501,South Rescue 501,,1987 onward,,South Sea Fleet,Active,? t,南救 501,,
678,Type 922III rescue & salvage ship,Dalang II class,Bei-Jiu 122,North Rescue 122,,"March 31, 1987",,North Sea Fleet,Active,? t,北救 122,,
679,Type 922II rescue & salvage ship,Dalang class,Nan-Jiu 503,South Rescue 503,,December 1976,,South Sea Fleet,Active,4450 t,南救 503,,
680,Type 815A,Dongdiao II class,796,?,,2010 onward,,North Sea Fleet,Active,"6,600 t",?,,
681,Type 815A,Dongdiao II class,799,?,,2010 onward,,North Sea Fleet,Active,"6,600 t",?,,
682,Type 815A,Dongdiao II class,856,Mizar,,2017,,North Sea Fleet,Active,"6,600 t",开阳星,,
683,Type 815A,Dongdiao II class,857,Megrez,,2017,,South Sea Fleet,Active,"6,600 t",天枢星,,
684,Type 815A,Dongdiao II class,858,Alioth,,2018,,South Sea Fleet,Active,"6,600 t",玉衡星,,
685,Type 815A,Dongdiao II class,859,Venus,,2018,,South Sea Fleet,Active,"6,600 t",金星,,
686,Type 815G,Dongdiao II class,853,Uranus,,2010,,South Sea Fleet,Active,"6,600 t",天王星,,
687,Type 815G,Dongdiao II class,854,Sirius,,2015,,North Sea Fleet,Active,"6,600 t",天狼星,,
688,Type 815G,Dongdiao II class,855,Dubhe,,2015,,East Sea Fleet,Active,"6,600 t",天权星,,
689,Type 815G,Dongdiao II class,852,Neptune,,2015,,South Sea Fleet,Active,"6,600 t",海王星,,
690,Type 815,Dongdiao I class,851,Polaris,,1999,,East Sea Fleet,Active,"6,600 t",北极星,,
691,Type 814A,Dadie class,Beidiao 900,Xiang Yang Hong 28,,1986,,North Sea Fleet,Active,"2,550 t",向阳红28号,,
692,Type 792,FT-14 AIT class,Zhan-Yu 819,Zhanjiang Fishing 819,,1989 onward,,All fleets,Active,600 t,湛渔 819,,
693,Type 792,FT-14 AIT class,Zhan-Yu 820,Zhanjiang Fishing 820,,1989 onward,,All fleets,Active,600 t,湛渔 820,,
694,Type 792,FT-14 AIT class,Zhan-Yu 821,Zhanjiang Fishing 821,,1989 onward,,All fleets,Active,600 t,湛渔 821,,
695,Type 792,FT-14 AIT class,Zhan-Yu 822,Zhanjiang Fishing 822,,1989 onward,,All fleets,Active,600 t,湛渔 822,,
696,Type 792,FT-14 AIT class,Zhe-Hai-Yu 626,Zhejiang Haining Fishing 626,,1989 onward,,All fleets,Active,600 t,浙海渔 626,,
697,Type 792,FT-14 AIT class,Zhe-Hai-Yu 627,Zhejiang Haining Fishing 627,,1989 onward,,All fleets,Active,600 t,浙海渔 627,,
698,Type 792,FT-14 AIT class,Zhe-Hai-Yu 628,Zhejiang Haining Fishing 628,,1989 onward,,All fleets,Active,600 t,浙海渔 628,,
699,Type 792,FT-14 AIT class,Zhe-Hai-Yu 629,Zhejiang Haining Fishing 629,,1989 onward,,All fleets,Active,600 t,浙海渔 629,,
700,Type 8154,FT-14 AIT class,Various,Various,,1981 onward,,All fleets,Active,600 t,Various,,
701,Type 8105,FT-14 AIT class,Various,Various,,1981 onward,,All fleets,Active,600 t,Various,,
702,Type 925 submarine support ship,Dajiang class,Bei-Jiu (北救) 121,Changxing Island,,November 1979,,North Sea Fleet,Active,10087 t,长兴岛,,
703,Type 925 submarine support ship,Dajiang class,Dong-Jiu (东救) 302,Chongming Island,,1980s,,East Sea Fleet,Active,10087 t,崇明岛,,
704,Type 925 submarine support ship,Dajiang class,Nan-Jiu (南救) 506,Yongxing Island,,1980s,,South Sea Fleet,Active,10087 t,永兴岛,,
705,Type 926 submarine support ship,Dalao class,864,Oceanic Island,,2010,,North Sea Fleet,Active,7600t,海洋岛,,
706,Type 926 submarine support ship,Dalao class,865,Liugong Island,,2012 onward,,North Sea Fleet,Active,7600 t,刘公岛,,
707,Type 926 submarine support ship,Dalao class,867,Long Island,,2012 onward,,South Sea Fleet,Active,7600 t,长岛,,
708,Type 930 submarine rescue ship,Hudong class,J301,Sea Rescue 512,,"July 30, 1969",,East Sea Fleet,Active,2500 t,海救 512,,
709,Type 946 submarine rescue ship,Dazhou class,Bei-Jiu 137,North Rescue 137,,"December 26, 1977",,North Sea Fleet,Active,1100 t,北救 137,,
710,Type 946 submarine rescue ship,Dazhou class,Nan-Jiu 502,South Rescue 502,,"December 26, 1977",,South Sea Fleet,Active,1100 t,南救 502,,
711,Type 946A submarine rescue ship,Dadong class,Dong-Jiu 304,East Rescue 304,,December 1982,,East Sea Fleet,Active,1500 t,东救 304,,
712,Deep Sea Warrior,?,Shen-Hai-Yong-Shi,Deep Sea Warrior,,2016,,,Active,20 t,深海勇士,,Bathyscaphe
713,LR7,?,Shen-Hai 120,Deep Sea 120,,2009,,,Active,20 t,深海 120,,Rescue submersible
714,Mobile diving bell,?,Various,Not named,,?,,,Active,10.5 t,Not named,,Submersible
715,Osprey class,?,Yu-Ying 1,Ospray 1,,1989,,,Active,14.18 t,鱼鹰 1,,Submersible
716,Osprey class,?,Yu-Ying 1,Ospray 2,,1989,,,Active,14.18 t,鱼鹰 2,,Submersible
717,QSZ-II,?,Various,Not named,,?,,,Active,? t,Not named,,Submersible
718,Rainbowfish,?,Cai-Hong-Yu,Rainbowfish,,Late 2010s,,,Active,? t,彩虹鱼,,Bathyscaphe
719,Sea Pole class,?,Hai-Ji 1,Sea Pole 1,,2009 onward,,,Active,24 t,海极 1,,Bathyscaphe
720,Sea Pole class,?,He-Xie,Harmony,,2009 onward,,,Active,22.9 t,和谐,,Bathyscaphe
721,Sea Pole class,?,Jiao-Long,Flood Dragon,,2010,,,Active,22 t,蛟龙,,Bathyscaphe
722,Struggler,?,Fen-Dou-Zhe,Struggler,,2020,,,Active,36 t,奋斗者,,Bathyscaphe
723,Type 7103,?,Various,Not named,,1987,,,Active,35 t,Not named,,Rescue submersible
724,Chinese tanker Hua Chuan,?,Not assigned,Hua-Chuan,,March 2013,,East Sea Fleet,Active,6300 t,华川,,
725,Fubai class transport oil tanker,Fubai class,Dong-You 640,East Oil 640,,?,,East Sea Fleet,Active,? t,东油 640,,
726,Fubai class transport oil tanker,Fubai class,Nan-You 968,South Oil 968,,?,,South Sea Fleet,Active,? t,南油 968,,
727,Fubai class transport oil tanker,Fubai class,Nan-You 971,South Oil 971,,?,,South Sea Fleet,Active,? t,南油 971,,
728,Fubai class transport oil tanker,Fubai class,Nan-You 972,South Oil 972,,?,,South Sea Fleet,Active,? t,南油 972,,
729,Fujian-class transport oil tanker,Fujian class,Bei-You 400,North Oil 400,,?,,North Sea Fleet,Active,? t,北油 400,,
730,Fujian-class transport oil tanker,Fujian class,Bei-You 561,North Oil 561,,?,,North Sea Fleet,Active,? t,北油 561,,
731,Fujian-class transport oil tanker,Fujian class,Bei-You 562,North Oil 562,,?,,North Sea Fleet,Active,? t,北油 562,,
732,Fujian-class transport oil tanker,Fujian class,Bei-You 573,North Oil 573,,?,,North Sea Fleet,Active,? t,北油 573,,
733,Fujian-class transport oil tanker,Fujian class,Dong-You 630,East Oil 630,,?,,East Sea Fleet,Active,? t,东油 630,,
734,Fujian-class transport oil tanker,Fujian class,Dong-You 632,East Oil 632,,?,,East Sea Fleet,Active,? t,东油 632,,
735,Fujian-class transport oil tanker,Fujian class,Dong-You 634,East Oil 634,,?,,East Sea Fleet,Active,? t,东油 634,,
736,Fujian-class transport oil tanker,Fujian class,Dong-You 635,East Oil 635,,?,,East Sea Fleet,Active,? t,东油 635,,
737,Fujian-class transport oil tanker,Fujian class,Dong-You 638,East Oil 638,,?,,East Sea Fleet,Active,? t,东油 638,,
738,Fujian-class transport oil tanker,Fujian class,Dong-You 639,East Oil 639,,?,,East Sea Fleet,Active,? t,东油 639,,
739,Fujian-class transport oil tanker,Fujian class,Dong-You 650,East Oil 650,,?,,East Sea Fleet,Active,? t,东油 650,,
740,Fujian-class transport oil tanker,Fujian class,Nan-You 954,South Oil 954,,?,,South Sea Fleet,Active,? t,南油 954,,
741,Fujian-class transport oil tanker,Fujian class,Nan-You 962,South Oil 962,,?,,South Sea Fleet,Active,? t,南油 962,,
742,Fujian-class transport oil tanker,Fujian class,Nan-You 965,South Oil 965,,?,,South Sea Fleet,Active,? t,南油 965,,
743,Fujian-class transport oil tanker,Fujian class,Nan-You 969,South Oil 969,,?,,South Sea Fleet,Active,? t,南油 969,,
744,Fujian-class transport oil tanker,Fujian class,Nan-You 970,South Oil 970,,?,,South Sea Fleet,Active,? t,南油 970,,
745,Fujian-class water tanker,Fujian class,Bei-Shui 566,North Water 566,,?,,North Sea Fleet,Active,? t,北水 566,,
746,Fujian-class water tanker,Fujian class,Bei-Shui 581,North Water 581,,?,,North Sea Fleet,Active,? t,北水 581,,
747,Fujian-class water tanker,Fujian class,Dong-Shui 650,East Water 650,,?,,East Sea Fleet,Active,? t,东水 650,,
748,Fujian-class water tanker,Fujian class,Nan-Shui 970,South Water 970,,?,,South Sea Fleet,Active,? t,南水 970,,
749,Fushi-class transport oil tanker,Fushi class,Bei-You 576,North Oil 576,,?,,North Sea Fleet,Active,? t,北油 576,,
750,Fushi-class transport oil tanker,Fushi class,Dong-You 633,East Oil 633,,?,,East Sea Fleets,Active,? t,东油 633,,
751,Fushi-class transport oil tanker,Fushi class,Nan-You 958,South Oil 958,,?,,South Sea Fleet,Active,? t,南油 958,,
752,Fushi-class transport oil tanker,Fushi class,Nan-You 963,South Oil 963,,?,,South Sea Fleet,Active,? t,南油 963,,
753,Fushi-class transport oil tanker,Fushi class,Nan-You 976,South Oil 976,,?,,South Sea Fleet,Active,? t,南油 976,,
754,Fushi-class water tanker,Fushi class,Dong-Shui 649,East Water 649,,?,,East Sea Fleet,Active,? t,东水 649,,
755,Fushi-class water tanker,Fushi class,Nan-Shui 964,South Water 964,,?,,South Sea Fleet,Active,? t,南水 964,,
756,Fushi-class water tanker,Fushi class,Nan-Shui 965,South Water 965,,?,,South Sea Fleet,Active,? t,南水 965,,
757,Jinyou-class water tanker,Jinyou class,Nan-Shui 960,South Water 960,,?,,South Sea Fleet,Active,4800 t,南水 960,,
758,Nanshui 701-class water tanker,?,Nan-Shui 701,South Water 701,,?,,East Sea Fleet,Active,? t,南水 701,,
759,Type 620 transport oil tanker,Shengli class,Dong-You 621,East Oil 621,,1980s,,East Sea Fleet,Active,4940 t,东油 621,,
760,Type 631 transport oil tanker,Fuchang class,Bei-You 565,North Oil 565,,?,,North Sea Fleets,Active,? t,北油 565,,
761,Type 631 transport oil tanker,Fuchang class,Dong-You 631,East Oil 631,,?,,East Sea Fleet,Active,? t,东油 631,,
762,Type 631 transport oil tanker,Fuchang class,Dong-You 641,East Oil 641,,?,,East Sea Fleet,Active,? t,东油 641,,
763,Type 631 transport oil tanker,Fuchang class,Nan-You 957,South Oil 957,,?,,South Sea Fleet,Active,? t,南油 957,,
764,Type 631 transport oil tanker,Fuchang class,Nan-You 959,South Oil 959,,?,,South Sea Fleet,Active,? t,南油 959,,
765,Type 631 transport oil tanker,Fuchang class,Nan-You 973,South Oil 973,,?,,South Sea Fleet,Active,? t,南油 973,,
766,Type 637 transport oil tanker,Fuxiao class,Bei-You 567,North Oil 567,,?,,North Sea Fleet,Active,? t,北油 567,,
767,Type 637 transport oil tanker,Fuxiao class,Dong-You 637,East Oil 637,,?,,North Sea Fleet,Active,? t,东油 637,,
768,Type 637 transport oil tanker,Fuxiao class,Various,Various,,?,,?,Under construction,? t,Various,,
769,Type 637 water tanker,Fuxiao class,Various,Various,,?,,?,Under construction,? t,?,,
770,Type 645 water tanker,Guangzhou class,Bei-Shui 590,North Water 590,,?,,North Sea Fleet,Active,900 t,北水 590,,
771,Type 645 water tanker,Guangzhou class,Bei-Shui 593,North Water 593,,?,,North Sea Fleet,Active,900 t,北水 593,,
772,Type 645 water tanker,Guangzhou class,Dong-Shui 645,East Water 645,,?,,East Sea Fleet,Active,900 t,东水 645,,
773,Chinese sailless submarine,?,Unknown,Unknown,,2019,,All fleets,Active,? t,Unknown,,
774,Beidiao 993 sonar trials ship / research ship,Kantan class,Bei-Diao 993,North Investigation 993,,December 2000,,North Sea Fleet,Active,2300 t,北调 993,,
775,Chinese technical research ship Mirage Hunter,?,Huan-Yin-Lie-Shou,Mirage Hunter,,2012,,Used for stealth research,Active,? t,幻影猎手,,
776,Dachou-class range support / target ship / torpedo retriever,Dachou class,Bei-Yun 530,North Transport 530,,Since early 2010s,,North Sea Fleet,Active,? t,北运 530,,
777,Dachou-class range support / target ship / torpedo retriever,Dachou class,Dong-Yun 760,East Transport 760,,Since early 2010s,,East Sea Fleet,Active,? t,东运 760,,
778,Dachou-class range support / target ship / torpedo retriever,Dachou class,Nan-Yun 846,South Transport 846,,Since early 2010s,,South Sea Fleet,Active,? t,南运 846,,
779,Dachou-class range support / target ship / torpedo retriever,Dachou class,Nan-Yun 847,South Transport 847,,Since early 2010s,,South Sea Fleet,Active,? t,南运 847,,
780,Type 803 torpedo retriever,?,Various,Various,,1977,,All fleets,Active,97 t,Various,,
781,Type 906 research ship / torpedo trials craft,Xiang Yang Hong 9 class,Kan-Cha 3,Survey No. 3,,January 1987,,All fleets,Active,2300 t,勘查三号,,
782,Type 907A torpedo trials craft,?,Kan-Cha 4,Survey No. 4,,February 1987,,All fleets,Active,615 t,勘查四号,,
783,Type 917 range support / target ship / torpedo retriever,Damen class,Bei-Yun 455,North Transport 455,,1990s-2007,,North Sea Fleet,Active,720 t,北运 455,,
784,Type 917 range support / target ship / torpedo retriever,Damen class,Bei-Yun 484,North Transport 484,,1990s-2007,,North Sea Fleet,Active,720 t,北运 484,,
785,Type 917 range support / target ship / torpedo retriever,Damen class,Bei-Yun 485,North Transport 485,,1990s-2007,,North Sea Fleet,Active,720 t,北运 485,,
786,Type 917 range support / target ship / torpedo retriever,Damen class,Bei-Yun 529,North Transport 529,,1990s-2007,,North Sea Fleet,Active,720 t,北运 529,,
787,Type 917 range support / target ship / torpedo retriever,Damen class,Dong-Yun 758,East Transport 758,,1990s-2007,,East Sea Fleet,Active,720 t,东运 758,,
788,Type 917 range support / target ship / torpedo retriever,Damen class,Dong-Yun 803,East Transport 803,,1990s-2007,,East Sea Fleet,Active,720 t,东运 803,,
789,Type 917 range support / target ship / torpedo retriever,Damen class,Nan-Yun 841,South Transport 841,,1990s-2007,,South Sea Fleet,Active,720 t,南运 841,,
790,Type 917 range support / target ship / torpedo retriever,Damen class,Nan-Yun 844,South Transport 844,,1990s-2007,,South Sea Fleet,Active,720 t,南运 844,,
791,Type 917 range support / target ship / torpedo retriever,Damen class,Nan-Yun 854,South Transport 854,,1990s-2007,,South Sea Fleet,Active,720 t,南运 854,,
792,Type 830 range instrumentation ship / rescue tug,Tuozhong class,Dong-Tuo 830,East Tug 830,,December 1977,,East Sea Fleet,Active,4000 t,东拖 830,,
793,Type 830 range instrumentation ship / rescue tug,Tuozhong class,Nan-Tuo 154,South Tug 154,,September 1979,,South Sea Fleet,Active,4000 t,南拖 154,,
794,Yuan Wang-class space exploration tracking ship / range instrumentation ship,Yuan Wang class,Yuan-Wang 3,Long View 3,,May 1995,,PLA SSF,Active,17000 t,远望 3,,
795,Yuan Wang-class space exploration tracking ship / range instrumentation ship,Yuan Wang class,Yuan-Wang 5,Long View 5,,"September 29, 2007",,PLA SSF,Active,25000 t,远望 5,,
796,Yuan Wang-class space exploration tracking ship / range instrumentation ship,Yuan Wang class,Yuan-Wang 6,Long View 6,,July 2008,,PLA SSF,Active,25000 t,远望 6,,
797,Yuan Wang-class space exploration tracking ship / range instrumentation ship,Yuan Wang class,Yuan-Wang 7,Long View 7,,"July 19, 2016",,PLA SSF,Active,25000 t,远望 7,,
798,Daguan-class barracks ship / troopship / training ship,Daguan class,88,Xu Xiake,,2011,,North Sea Fleet,Active,30000 t,徐霞客,,
799,Daguan-class barracks ship / troopship / training ship,Daguan class,89,Li Daoyuan,,2018,,North Sea Fleet,Active,30000 t,郦道元,,
800,Type 679 training ship,Daxin class,81,Zheng He,,1986,,Dalian Naval Academy,Active,"5,548 t",郑和,,
801,Type 0891A training ship,Dashi class,82,Shichang,,1997,,Dalian Naval Academy,Active,"9,700 t",世昌,,
802,Type 680 training ship,Dadu class,83,Qi Jiguang,,2017,,Dalian Naval Academy,Active,"9,000 t",戚继光,,
803,Type 2630 training ship,?,86,Brave the wave,,2017,,Dalian Naval Academy,Active,"1,200 t",破浪,,
804,Type 051 destroyer,Luda class,Ex-106,Ex-Xi'an,,October 2007,,PLA Naval University of Engineering,Active (stationary training facility),"3,250 t",西安,,
805,Type 051Z destroyer,Luda class,Ex-132,Ex-Hefei,,October 2012,,PLA Naval Aviation University,Active (stationary training facility),"3,250 t",合肥,,
806,Type 6607 destroyer,Anshan class,104,Taiyuan,,1991,,Dalian Naval Academy,Active (stationary training facility),"2,150 t",太原,,
807,Type 033 submarine,Romeo class,Ex-303,Ex-Great Wall 107,,October 2009,,PLA Naval University of Engineering,Active (stationary training facility),"1,830 t",长城107号,,
808,Type 053H1Q frigate,Jianghu-IV class,Ex-544,Ex-Siping renamed as Lüshun,,2005,,Dalian Naval Academy,Active,"1,860 t",旅顺,,
809,Yanxi-class drone mothership/training ship,Yanxi class,Xun 701,Training 701,,1970,,Dalian Naval Academy,Active,"1,200 t",训 701,,
810,Beituo 617-class harbor tug,?,Bei-Tuo 617,North Tug 617,,?,,North Sea Fleet,Active,? t,北拖 617,,
811,Beituo 617-class harbor tug,?,Bei-Tuo 655,North Tug 655,,?,,North Sea Fleet,Active,? t,北拖 655,,
812,Beituo 699-class harbor tug,?,Bei-Tuo 699,North Tug 699,,?,,North Sea Fleet,Active,? t,北拖 699,,
813,Beituo 702-class harbor tug,?,Bei-Tuo 702,North Tug 702,,?,,North Sea Fleet,Active,? t,北拖 702,,
814,Beituo 715-class harbor tug,?,Bei-Tuo 715,North Tug 715,,?,,North Sea Fleet,Active,? t,北拖 715,,
815,Beituo 715-class harbor tug,?,Dong-Tuo 838,East Tug 838,,?,,East Sea Fleet,Active,? t,东拖 838,,
816,Beituo 715-class harbor tug,?,Dong-Tuo 846,East Tug 846,,?,,East Sea Fleet,Active,? t,东拖 846,,
817,Beituo 715-class harbor tug,?,Dong-Tuo 859,East Tug 859,,?,,East Sea Fleet,Active,? t,东拖 859,,
818,Beituo 715-class harbor tug,?,Nan-Tuo 146,South Tug 146,,?,,South Sea Fleet,Active,? t,南拖 146,,
819,Beituo 715-class harbor tug,?,Nan-Tuo 401,South Tug 401,,?,,South Sea Fleet,Active,? t,南拖 401,,
820,Bei-Tuo 739 rescue tug,?,Bei-Tuo 739,North Tug 739,,2016,,North Sea Fleet,Active,6000 t,北拖 739,,
821,Bei-Tuo 739 rescue tug,?,Bei-Tuo 743,North Tug 743,,2018/2019,,North Sea Fleet,Active,6000 t,北拖 743,,
822,Bei-Tuo 739 rescue tug,?,Dong-Tuo 861,East Tug 861,,2018/2019,,East Sea Fleet,Active,6000 t,东拖 861,,
823,Bei-Tuo 739 rescue tug,?,Dong-Tuo 863,East Tug 863,,2019,,East Sea Fleet,Active,6000 t,东拖 863,,
824,Bei-Tuo 739 rescue tug,?,Nan-Tuo 171,South Tug 171,,2018/2019,,South Sea Fleet,Active,6000 t,南拖 171,,
825,Bei-Tuo 739 rescue tug,?,Nan-Tuo 195,South Tug 195,,January 2018,,South Sea Fleet,Active,6000 t,南拖 195,,
826,Daozha-class rescue tug,Daozha class,Dong-Tuo 890,East Tug 890,,1993,,East Sea Fleet,Active,4000 t,东拖 890,,
827,Datuo-class rescue ship / rescue tug,Datuo class,Bei-Tuo 742,North Tug 742,,?,,North Sea Fleet,Active,? t,北拖 742,,
828,Datuo-class rescue ship / rescue tug,Datuo class,Nan-Tuo 159,South Tug 159,,?,,South Sea Fleet,Active,? t,南拖 159,,
829,Datuo-class rescue ship / rescue tug,Datuo class,Nan-Tuo 194,South Tug 194,,?,,South Sea Fleet,Active,? t,南拖 194,,
830,Datuo-class rescue ship / rescue tug,Datuo class,Nan-Tuo 196,South Tug 196,,?,,South Sea Fleet,Active,? t,南拖 196,,
831,Datuo-class rescue ship / rescue tug,Datuo class,Various,Various,,?,,?,Under construction,? t,Various,,
832,Dong-Tuo 835-class rescue tug,?,Dong-Tuo 835,East Tug 835,,2017,,East Sea Fleet,Active,? t,东拖 835,,
833,Dong-Tuo 835-class rescue tug,?,?,?,,After 2017,,?,Active,? t,?,,
834,Ducha-class large harbor tug,Ducha class,Bei-Tuo 624,North Tug 624,,?,,North Sea Fleet,Active,? t,北拖 624,,
835,Ducha-class large harbor tug,Ducha class,Bei-Tuo 625,North Tug 625,,?,,North Sea Fleet,Active,? t,北拖 625,,
836,Ducha-class large harbor tug,Ducha class,Bei-Tuo 626,North Tug 626,,?,,North Sea Fleet,Active,? t,北拖 626,,
837,Ducha-class large harbor tug,Ducha class,Bei-Tuo 627,North Tug 627,,?,,North Sea Fleet,Active,? t,北拖 627,,
838,Ducha-class large harbor tug,Ducha class,Bei-Tuo 629,North Tug 629,,?,,North Sea Fleet,Active,? t,北拖 629,,
839,Ducha-class large harbor tug,Ducha class,Bei-Tuo 718,North Tug 718,,?,,North Sea Fleet,Active,? t,北拖 718,,
840,Ducha-class large harbor tug,Ducha class,Dong-Tuo 871,East Tug 871,,?,,East Sea Fleet,Active,? t,东拖 871,,
841,Ducha-class large harbor tug,Ducha class,Dong-Tuo 872,East Tug 872,,?,,East Sea Fleet,Active,? t,东拖 872,,
842,Ducha-class large harbor tug,Ducha class,Dong-Tuo 873,East Tug 873,,?,,East Sea Fleet,Active,? t,东拖 873,,
843,Ducha-class large harbor tug,Ducha class,Nan-Tuo 169,South Tug 169,,?,,South Sea Fleet,Active,? t,南拖 169,,
844,Ducha-class large harbor tug,Ducha class,Nan-Tuo 170,South Tug 170,,?,,South Sea Fleet,Active,? t,南拖 170,,
845,Ducha-class large harbor tug,Ducha class,Nan-Tuo 173,South Tug 173,,?,,South Sea Fleet,Active,? t,南拖 173,,
846,Ducha-class large harbor tug,Ducha class,Nan-Tuo 178,South Tug 178,,?,,South Sea Fleet,Active,? t,南拖 178,,
847,Ducha-class large harbor tug,Ducha class,Nan-Tuo 179,South Tug 179,,?,,South Sea Fleet,Active,? t,南拖 179,,
848,Duda-class large harbor tug,Duda class,Bei-Tuo 632,North Tug 632,,?,,North Sea Fleet,Active,? t,北拖 632,,
849,Duda-class large harbor tug,Duda class,Bei-Tuo 681,North Tug 681,,?,,North Sea Fleet,Active,? t,北拖 681,,
850,Duda-class large harbor tug,Duda class,Bei-Tuo 685,North Tug 685,,?,,North Sea Fleet,Active,? t,北拖 685,,
851,Duda-class large harbor tug,Duda class,Bei-Tuo 769,North Tug 769,,?,,North Sea Fleet,Active,? t,北拖 769,,
852,Duda-class large harbor tug,Duda class,Dong-Tuo 874,East Tug 874,,?,,East Sea Fleet,Active,? t,东拖 874,,
853,Duda-class large harbor tug,Duda class,Dong-Tuo 876,East Tug 876,,?,,East Sea Fleet,Active,? t,东拖 876,,
854,Duda-class large harbor tug,Duda class,Dong-Tuo 878,East Tug 878,,?,,East Sea Fleet,Active,? t,东拖 878,,
855,Duda-class large harbor tug,Duda class,Dong-Tuo 879,East Tug 879,,?,,East Sea Fleet,Active,? t,东拖 879,,
856,Duda-class large harbor tug,Duda class,Nan-Tuo 172,South Tug 172,,?,,South Sea Fleet,Active,? t,南拖 172,,
857,Duda-class large harbor tug,Duda class,Nan-Tuo 176,South Tug 176,,?,,South Sea Fleet,Active,? t,南拖 176,,
858,Duda-class large harbor tug,Duda class,Nan-Tuo 177,South Tug 177,,?,,South Sea Fleet,Active,? t,南拖 177,,
859,Duhast-class large harbor tug,Duhast class,Bei-Tuo 633,North Tug 633,,2004 onward,,North Sea Fleet,Active,2300 t,北拖 633,,
860,Duhast-class large harbor tug,Duhast class,Bei-Tuo 719,Bei-Tuo 719,,2004 onward,,North Sea Fleet,Active,2300 t,北拖 719,,
861,Duhast-class large harbor tug,Duhast class,Bei-Tuo 720,North Tug 720,,2004 onward,,North Sea Fleet,Active,2300 t,北拖 720,,
862,Duhast-class large harbor tug,Duhast class,Bei-Tuo 725,North Tug 725,,2004 onward,,North Sea Fleet,Active,2300 t,北拖 725,,
863,Duhast-class large harbor tug,Duhast class,Bei-Tuo 733,North Tug 733,,2004 onward,,North Sea Fleet,Active,2300 t,北拖 733,,
864,Duhast-class large harbor tug,Duhast class,Dong-Tuo 832,East Tug 832,,2004 onward,,East Sea Fleet,Active,2300 t,东拖 832,,
865,Duhast-class large harbor tug,Duhast class,Dong-Tuo 876,East Tug 876,,2004 onward,,East Sea Fleet,Active,2300 t,东拖 876,,
866,Duhast-class large harbor tug,Duhast class,Dong-Tuo 880,East Tug 880,,2004 onward,,East Sea Fleet,Active,2300 t,东拖 880,,
867,Duhast-class large harbor tug,Duhast class,Nan-Tuo 180,South Tug 180,,2004 onward,,South Sea Fleet,Active,2300 t,南拖 180,,
868,Duhast-class large harbor tug,Duhast class,Nan-Tuo 182,South Tug 182,,2004 onward,,South Sea Fleet,Active,2300 t,南拖 182,,
869,Duhast-class large harbor tug,Duhast class,Nan-Tuo 183,South Tug 183,,2004 onward,,South Sea Fleet,Active,2300 t,南拖 183,,
870,Duhast-class large harbor tug,Duhast class,Nan-Tuo 186,South Tug 186,,2004 onward,,South Sea Fleet,Active,2300 t,南拖 186,,
871,Duhast-class large harbor tug,Duhast class,Nan-Tuo 187,South Tug 187,,2004 onward,,South Sea Fleet,Active,2300 t,南拖 187,,
872,Dujiang-class medium harbor tug,Dujiang class,Bei-Tuo 644,North Tug 644,,?,,North Sea Fleet,Active,? t,北拖 644,,
873,Dujiang-class medium harbor tug,Dujiang class,Bei-Tuo 648,North Tug 648,,?,,North Sea Fleet,Active,? t,北拖 648,,
874,Dujiang-class medium harbor tug,Dujiang class,Bei-Tuo 659,North Tug 659,,?,,North Sea Fleet,Active,? t,北拖 659,,
